date,condo_id,image_id,icloud_album_name,image_filename,photographer,view_angle,distance_category,lighting,background,crab_in_frame_count,crab_position,motion_blur,sex,known_molt_phase,days_until_molt_if_known,molt_event_date,app_estimated_days_to_molt,app_phase,app_confidence,human_confidence,shell_condition_notes,limb_loss_or_injury,notes,review_status,view_angle_label_source,view_angle_model,view_angle_confidence,sex_label_source,sex_model,app_molt_model,detector_model,raw_detection_count,filtered_detection_count,primary_bbox_confidence,primary_bbox_area_pct,primary_bbox_aspect
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2534,local:data/raw/Green Crab AI 2026,IMG_2534.jpeg,Grace Welles; Gabriela Bradt,unknown,close_under_6in,shade,hand,1,partially_cut_off,none,male,unknown,,,13.441,pre_molt,high,unknown,,,View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.9862,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,best_vit_regressor.joblib_on_yolo_primary_crop,models/fathomnet_mvp_yolov8_1280_20240914.pt,1,1,0.3536,0.70535,1.021
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2535,local:data/raw/Green Crab AI 2026,IMG_2535.jpeg,Grace Welles; Gabriela Bradt,unknown,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run. View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.9992,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2537,local:data/raw/Green Crab AI 2026,IMG_2537.jpeg,Grace Welles; Gabriela Bradt,unknown,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run. View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.6575,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2538,local:data/raw/Green Crab AI 2026,IMG_2538.jpeg,Grace Welles; Gabriela Bradt,unknown,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run. View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.9699,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2539,local:data/raw/Green Crab AI 2026,IMG_2539.jpeg,Grace Welles; Gabriela Bradt,unknown,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run. View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.8419,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,1,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2540,local:data/raw/Green Crab AI 2026,IMG_2540.jpeg,Grace Welles; Gabriela Bradt,unknown,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run. View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.9625,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2541,local:data/raw/Green Crab AI 2026,IMG_2541.jpeg,Grace Welles; Gabriela Bradt,unknown,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run. View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.8135,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2542,local:data/raw/Green Crab AI 2026,IMG_2542.jpeg,Grace Welles; Gabriela Bradt,ventral,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run.,new,vit_logistic_regression_trained_on_data_sam3_orientation,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.7932,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,1,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2543,local:data/raw/Green Crab AI 2026,IMG_2543.jpeg,Grace Welles; Gabriela Bradt,unknown,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run. View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.7744,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,1,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2544,local:data/raw/Green Crab AI 2026,IMG_2544.jpeg,Grace Welles; Gabriela Bradt,unknown,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run. View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.9947,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2545,local:data/raw/Green Crab AI 2026,IMG_2545.jpeg,Grace Welles; Gabriela Bradt,unknown,close_under_6in,shade,hand,1,partially_cut_off,none,male,unknown,,,9.12,pre_molt,high,unknown,,,View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.9892,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,best_vit_regressor.joblib_on_yolo_primary_crop,models/fathomnet_mvp_yolov8_1280_20240914.pt,1,1,0.5775,0.38542,1.008
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2546,local:data/raw/Green Crab AI 2026,IMG_2546.jpeg,Grace Welles; Gabriela Bradt,unknown,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run. View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.988,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2548,local:data/raw/Green Crab AI 2026,IMG_2548.jpeg,Grace Welles; Gabriela Bradt,unknown,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run. View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.9748,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2549,local:data/raw/Green Crab AI 2026,IMG_2549.jpeg,Grace Welles; Gabriela Bradt,unknown,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run. View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.9493,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2550,local:data/raw/Green Crab AI 2026,IMG_2550.jpeg,Grace Welles; Gabriela Bradt,unknown,close_under_6in,shade,hand,1,partially_cut_off,none,male,unknown,,,7.999,pre_molt,high,unknown,,,View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.9997,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,best_vit_regressor.joblib_on_yolo_primary_crop,models/fathomnet_mvp_yolov8_1280_20240914.pt,1,1,0.7053,0.5521,0.903
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2552,local:data/raw/Green Crab AI 2026,IMG_2552.jpeg,Grace Welles; Gabriela Bradt,unknown,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run. View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.7449,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2553,local:data/raw/Green Crab AI 2026,IMG_2553.jpeg,Grace Welles; Gabriela Bradt,ventral,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run.,new,vit_logistic_regression_trained_on_data_sam3_orientation,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.95,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2554,local:data/raw/Green Crab AI 2026,IMG_2554.jpeg,Grace Welles; Gabriela Bradt,unknown,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run. View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.9961,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2555,local:data/raw/Green Crab AI 2026,IMG_2555.jpeg,Grace Welles; Gabriela Bradt,unknown,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run. View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.9735,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2557,local:data/raw/Green Crab AI 2026,IMG_2557.jpeg,Grace Welles; Gabriela Bradt,unknown,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run. View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.8425,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2558,local:data/raw/Green Crab AI 2026,IMG_2558.jpeg,Grace Welles; Gabriela Bradt,unknown,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run. View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.9399,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2559,local:data/raw/Green Crab AI 2026,IMG_2559.jpeg,Grace Welles; Gabriela Bradt,ventral,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run.,new,vit_logistic_regression_trained_on_data_sam3_orientation,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.7774,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2561,local:data/raw/Green Crab AI 2026,IMG_2561.jpeg,Grace Welles; Gabriela Bradt,unknown,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run. View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.5808,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,1,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2562,local:data/raw/Green Crab AI 2026,IMG_2562.jpeg,Grace Welles; Gabriela Bradt,ventral,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run.,new,vit_logistic_regression_trained_on_data_sam3_orientation,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.9985,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2563,local:data/raw/Green Crab AI 2026,IMG_2563.jpeg,Grace Welles; Gabriela Bradt,unknown,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run. View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.8725,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2564,local:data/raw/Green Crab AI 2026,IMG_2564.jpeg,Grace Welles; Gabriela Bradt,unknown,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run. View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.9998,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2565,local:data/raw/Green Crab AI 2026,IMG_2565.jpeg,Grace Welles; Gabriela Bradt,unknown,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run. View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.9751,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2568,local:data/raw/Green Crab AI 2026,IMG_2568.jpeg,Grace Welles; Gabriela Bradt,ventral,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run.,new,vit_logistic_regression_trained_on_data_sam3_orientation,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.5651,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2569,local:data/raw/Green Crab AI 2026,IMG_2569.jpeg,Grace Welles; Gabriela Bradt,ventral,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run.,new,vit_logistic_regression_trained_on_data_sam3_orientation,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.7004,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2570,local:data/raw/Green Crab AI 2026,IMG_2570.jpeg,Grace Welles; Gabriela Bradt,unknown,close_under_6in,shade,hand,1,partially_cut_off,none,male,unknown,,,9.512,pre_molt,high,unknown,,,View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.9997,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,best_vit_regressor.joblib_on_yolo_primary_crop,models/fathomnet_mvp_yolov8_1280_20240914.pt,1,1,0.2623,0.65864,0.971
2026-05-29,blue_cooler,2026-05-29_blue_cooler_IMG_2572,local:data/raw/Green Crab AI 2026,IMG_2572.jpeg,Grace Welles; Gabriela Bradt,unknown,unknown,shade,hand,partial,unknown,none,male,unknown,,,,unknown,low,unknown,,,No filtered YOLO crab detection; molt estimate not run. View angle is provisional; repo has no side-view classifier.,new,orientation_classifier_low_confidence_or_uncertain,ViT-B/16 ImageNet features + LogisticRegression on data/sam3_orientation; side is a bbox-aspect heuristic,0.9864,user_field_note_blue_cooler_all_male; no sex classifier found in repo,not_estimated,not_run_no_filtered_yolo_detection,models/fathomnet_mvp_yolov8_1280_20240914.pt,0,0,,,
